Model,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Województwo,Rodzaj ogłoszenia,Producent,Czy cena do negocjacji,Roczny przebieg,Wiek
Insignia,Diesel,SUV,247000,Inny kolor,1898.0,Manualna,Brak danych,195.0,4x4 (stały),po lewej,27900.0,Dolnośląskie,Firmowe,Opel,True,18501.872659176155,13
Fiorino,Diesel,Minibus,216000,Srebrny,1300.0,Manualna,Polska,75.0,Na przednie koła,Brak danych,12400.0,Mazowieckie,Prywatne,Fiat,True,12449.567723343005,17
W124,Benzyna,Coupe,242922,Srebrny,3200.0,Automatyczna,Niemcy,220.0,Na tylne koła,po lewej,59900.0,Łódzkie,Prywatne,Mercedes-Benz,True,7509.18083462135,32
A3,Benzyna,Sedan,154000,Biały,1798.0,Automatyczna,Niemcy,132.0,Na przednie koła,po lewej,62000.0,Małopolskie,Prywatne,Audi,False,16470.58823529428,9
C5,Diesel,Kombi,251746,Biały,2000.0,Manualna,Francja,163.0,Na przednie koła,po lewej,27000.0,Dolnośląskie,Prywatne,Citroen,True,17543.275261324154,14
Seria 3,Benzyna,Sedan,220000,Niebieski,1997.0,Manualna,Niemcy,177.0,Na tylne koła,Brak danych,30000.0,Śląskie,Prywatne,BMW,True,11369.509043927703,19
A6,Diesel,Kombi,146000,Czarny,2999.0,Automatyczna,Niemcy,218.0,4x4 (dołączany automatycznie),po lewej,69900.0,Mazowieckie,Prywatne,Audi,True,19863.945578231538,7
XC 90,Diesel,SUV,162247,Brązowy – Beżowy,1969.0,Automatyczna,Polska,235.0,4x4 (dołączany automatycznie),Brak danych,175000.0,Śląskie,Prywatne,Volvo,True,30326.542056075283,5
Kuga,Diesel,SUV,257000,Czerwony,1997.0,Automatyczna,Polska,163.0,4x4 (dołączany automatycznie),po lewej,34500.0,Zachodniopomorskie,Prywatne,Ford,False,20809.716599190437,12
306,Benzyna,Kabriolet,181064,Szary,1600.0,Manualna,Francja,90.0,Brak danych,po lewej,7900.0,Podlaskie,Prywatne,Peugeot,True,6871.499051233421,26
Insignia,Diesel,Hatchback,197000,Czarny,1956.0,Manualna,Polska,130.0,Na przednie koła,po lewej,18600.0,Mazowieckie,Prywatne,Opel,True,13728.222996515766,14
Insignia,Diesel,Kombi,340000,Biały,2000.0,Manualna,Niemcy,130.0,Na przednie koła,po lewej,16500.0,Dolnośląskie,Prywatne,Opel,True,22149.83713355062,15
Astra,LPG,Hatchback,195000,Brązowy – Beżowy,1398.0,Manualna,Polska,125.0,Na przednie koła,po lewej,24900.0,Lubuskie,Prywatne,Opel,True,17180.616740088244,11
Juke,Benzyna,SUV,176000,Czerwony,1598.0,Manualna,Polska,117.0,Brak danych,po lewej,29900.0,Małopolskie,Prywatne,Nissan,True,13183.520599251025,13
CR-V,LPG,Terenowy,220600,Srebrny,1993.0,Manualna,Polska,147.0,4x4 (dołączany automatycznie),po lewej,12500.0,Wielkopolskie,Prywatne,Honda,True,8702.169625246579,25
Seria 3,Diesel,Kombi,235285,Czarny,1995.0,Manualna,Brak danych,163.0,Na tylne koła,po lewej,42500.0,Mazowieckie,Prywatne,BMW,False,20729.95594713673,11
A3,Benzyna,Hatchback,387000,Niebieski,1600.0,Manualna,Niemcy,102.0,Na przednie koła,po lewej,5000.0,Małopolskie,Prywatne,Audi,True,15893.223819301907,24
X3,Diesel,SUV,211000,Niebieski,3000.0,Automatyczna,Polska,306.0,4x4 (dołączany automatycznie),po lewej,64000.0,Warmińsko-mazurskie,Prywatne,BMW,True,15805.243445692991,13
E Klasa,Diesel,Kombi,368500,Srebrny,2987.0,Automatyczna,Polska,190.0,Na tylne koła,po lewej,22000.0,Lubelskie,Prywatne,Mercedes-Benz,False,19043.9276485789,19
Amarok,Diesel,Kombi,221000,Brązowy – Beżowy,2967.0,Automatyczna,Polska,165.0,4x4 (dołączany automatycznie),po lewej,135000.0,Podlaskie,Prywatne,Volkswagen,True,30068.027210884728,7
Seria 4,Benzyna,Coupe,225000,Czarny,2000.0,Automatyczna,Brak danych,245.0,4x4 (dołączany automatycznie),po lewej,73000.0,Opolskie,Prywatne,BMW,True,24064.171122994885,9
5008,Diesel,SUV,100401,Biały,1997.0,Automatyczna,Niemcy,180.0,Na przednie koła,po lewej,81500.0,Lubuskie,Prywatne,Peugeot,False,12024.071856287555,8
Seria 5,LPG,Sedan,386500,Niebieski,2490.0,Manualna,Niemcy,218.0,Na tylne koła,po lewej,24999.0,Podkarpackie,Prywatne,BMW,True,19974.16020671844,19
C4,Benzyna,Hatchback,114000,Czarny,1397.0,Manualna,Austria,100.0,Brak danych,po lewej,20900.0,Podlaskie,Firmowe,Citroen,True,8539.325842696688,13
Proace City Verso,Diesel,Minivan,122000,Biały,1499.0,Manualna,Polska,130.0,Na przednie koła,po lewej,52900.0,Kujawsko-pomorskie,Prywatne,Toyota,False,22803.738317757397,5
6,Diesel,Kombi,147000,Czarny,2200.0,Automatyczna,Polska,150.0,Na przednie koła,Brak danych,39000.0,Zachodniopomorskie,Prywatne,Mazda,False,12951.541850220368,11
RAV-4,Diesel,SUV,221500,Niebieski,2200.0,Manualna,Brak danych,136.0,4x4 (dołączany automatycznie),po lewej,18900.0,Wielkopolskie,Prywatne,Toyota,True,12766.570605187388,17
C4 Grand Picasso,Diesel,Minivan,249000,Inny kolor,1998.0,Manualna,Polska,136.0,Na przednie koła,po lewej,13900.0,Podkarpackie,Prywatne,Citroen,True,16221.498371335601,15
3,Diesel,Hatchback,221409,Czarny,1560.0,Manualna,Polska,109.0,Na przednie koła,po lewej,5000.0,Małopolskie,Prywatne,Mazda,True,10880.049140049188,20
Seria 3,Diesel,Kombi,291500,Czarny,2000.0,Manualna,Niemcy,184.0,Brak danych,Brak danych,27900.0,Kujawsko-pomorskie,Prywatne,BMW,True,20313.588850174347,14
Cee'd,Diesel,Kombi,260000,Szary,1600.0,Manualna,Polska,110.0,Brak danych,Brak danych,26900.0,Mazowieckie,Prywatne,Kia,False,25120.772946860125,10
GLE,Diesel,Coupe,85000,Srebrny,2925.0,Automatyczna,Polska,330.0,4x4 (dołączany automatycznie),po lewej,355000.0,Śląskie,Prywatne,Mercedes-Benz,True,36170.212765958844,2
A4,LPG,Sedan,348123,Szary,1984.0,Manualna,Niemcy,130.0,Na przednie koła,po lewej,8700.0,Kujawsko-pomorskie,Firmowe,Audi,True,14296.63244353188,24
508,Diesel,Kombi,318000,Czarny,1997.0,Manualna,Brak danych,163.0,Na przednie koła,po lewej,19500.0,Śląskie,Prywatne,Peugeot,True,22160.27874564474,14
Micra,Benzyna,Hatchback,150000,Srebrny,1240.0,Manualna,Polska,79.0,Na przednie koła,po lewej,5800.0,Wielkopolskie,Prywatne,Nissan,True,6711.409395973182,22
3008,Diesel,SUV,228000,Czarny,1997.0,Manualna,Brak danych,150.0,Na przednie koła,Brak danych,21000.0,Dolnośląskie,Prywatne,Peugeot,True,13944.954128440444,16
Compass,Benzyna,SUV,7000,Biały,2000.0,Automatyczna,Stany Zjednoczone,200.0,4x4 (dołączany automatycznie),Brak danych,118000.0,Mazowieckie,Prywatne,Jeep,True,5185.1851851855345,1
A3,Diesel,Hatchback,300000,Szary,2000.0,Manualna,Austria,200.0,4x4 (dołączany automatycznie),po lewej,47000.0,Małopolskie,Prywatne,Audi,True,28985.507246377067,10
A4,Benzyna,Sedan,169400,Srebrny,1984.0,Automatyczna,Niemcy,252.0,4x4 (dołączany automatycznie),po lewej,83000.0,Małopolskie,Prywatne,Audi,False,20287.42514970082,8
Land Cruiser,Diesel,Terenowy,437248,Czarny,3000.0,Manualna,Polska,125.0,4x4 (stały),po lewej,42000.0,Dolnośląskie,Prywatne,Toyota,True,17956.796714579123,24
A4,LPG,Kombi,215000,Szary,1781.0,Manualna,Holandia,163.0,Na przednie koła,po lewej,27500.0,Podkarpackie,Prywatne,Audi,True,11111.111111111164,19
Leon,Benzyna,Hatchback,107624,Czarny,1396.0,Manualna,Brak danych,140.0,Brak danych,po lewej,46800.0,Świętokrzyskie,Prywatne,Seat,True,9482.290748898755,11
Passat,Diesel,Kombi,351000,Szary,2000.0,Automatyczna,Brak danych,150.0,Na przednie koła,po lewej,39999.0,Małopolskie,Prywatne,Volkswagen,False,33913.04347826117,10
Freemont,Diesel,SUV,215000,Czarny,2000.0,Manualna,Belgia,189.0,Na przednie koła,po lewej,49500.0,Lubelskie,Prywatne,Fiat,True,18942.731277533192,11
Stinger,Benzyna,Sedan,41600,Szary,1998.0,Automatyczna,Kanada,255.0,4x4 (stały),po lewej,94900.0,Małopolskie,Prywatne,Kia,True,5659.863945578301,7
X3,Diesel,SUV,400200,Żółty – Złoty,2993.0,Automatyczna,Niemcy,258.0,4x4 (stały),po lewej,46600.0,Wielkopolskie,Prywatne,BMW,True,32404.85829959538,12
Golf,Benzyna,Kombi,193122,Srebrny,1598.0,Manualna,Polska,105.0,Na przednie koła,Brak danych,5500.0,Mazowieckie,Prywatne,Volkswagen,True,8640.805369127553,22
Land Cruiser,Diesel,SUV,450000,Czarny,4500.0,Automatyczna,Polska,286.0,4x4 (stały),po lewej,101000.0,Podkarpackie,Firmowe,Toyota,True,29315.96091205229,15
Superb,Benzyna,Sedan,105500,Inny kolor,1798.0,Automatyczna,Polska,180.0,Na przednie koła,Brak danych,73500.0,Lubuskie,Prywatne,Skoda,True,12634.730538922293,8
V70,Benzyna,Kombi,480000,Niebieski,2500.0,Automatyczna,Holandia,231.0,Na przednie koła,po lewej,2500.0,Łódzkie,Prywatne,Volvo,False,19712.5256673512,24
Camaro,Benzyna,Coupe,165000,Czarny,1998.0,Automatyczna,Brak danych,275.0,Brak danych,po prawej,75000.0,Śląskie,Prywatne,Chevrolet,True,17647.058823529584,9
6,Diesel,Sedan,248000,Biały,2199.0,Automatyczna,Polska,150.0,Na przednie koła,po lewej,37900.0,Śląskie,Firmowe,Mazda,True,21850.220264317355,11
Seria 3,Diesel,Sedan,309000,Czarny,2000.0,Manualna,Niemcy,163.0,Na tylne koła,po lewej,17800.0,Warmińsko-mazurskie,Prywatne,BMW,False,15968.99224806209,19
Edge,Benzyna,SUV,80000,Inny kolor,1999.0,Automatyczna,Stany Zjednoczone,250.0,4x4 (dołączany automatycznie),po lewej,89999.0,Małopolskie,Prywatne,Ford,True,9580.838323353399,8
Astra,Benzyna,Hatchback,200000,Niebieski,1796.0,Manualna,Niemcy,125.0,Na przednie koła,Brak danych,9000.0,Kujawsko-pomorskie,Prywatne,Opel,True,9828.009828009872,20
Q7,Diesel,SUV,96000,Czarny,2998.0,Automatyczna,Polska,272.0,4x4 (stały),Brak danych,199000.0,Wielkopolskie,Prywatne,Audi,False,17943.925233645165,5
Astra,Benzyna,Kombi,205000,Biały,1400.0,Manualna,Polska,150.0,Na przednie koła,po lewej,34900.0,Dolnośląskie,Prywatne,Opel,False,32283.464566929597,6
Focus,Diesel,Sedan,175100,Srebrny,1997.0,Manualna,Polska,140.0,Na przednie koła,po lewej,29000.0,Lubuskie,Prywatne,Ford,True,15427.31277533052,11
E Klasa,Benzyna,Kabriolet,59000,Czarny,4663.0,Automatyczna,Stany Zjednoczone,408.0,Na tylne koła,Brak danych,149000.0,Kujawsko-pomorskie,Firmowe,Mercedes-Benz,True,5700.48309178749,10
A3,Diesel,Hatchback,264000,Czarny,1968.0,Manualna,Francja,140.0,Na przednie koła,po lewej,13999.0,Śląskie,Prywatne,Audi,True,14386.920980926501,18
Mondeo,Diesel,Kombi,242079,Czarny,1800.0,Manualna,Polska,125.0,Na przednie koła,po lewej,15500.0,Zachodniopomorskie,Prywatne,Ford,True,13952.680115273848,17
Q5,Diesel,SUV,97000,Czarny,1968.0,Automatyczna,Polska,163.0,4x4 (stały),po lewej,119900.0,Pomorskie,Prywatne,Audi,True,15275.590551181322,6
Fortwo,Benzyna,Coupe,142000,Srebrny,698.0,Automatyczna,Polska,45.0,Na tylne koła,po lewej,5000.0,Mazowieckie,Prywatne,Smart,True,6977.886977887009,20
Octavia,Benzyna,Hatchback,217000,Srebrny,1400.0,Manualna,Polska,150.0,Na przednie koła,Brak danych,36900.0,Mazowieckie,Prywatne,Skoda,True,23208.556149732845,9
Laguna,Diesel,Kombi,307000,Srebrny,1995.0,Automatyczna,Polska,150.0,Na przednie koła,po lewej,13900.0,Mazowieckie,Prywatne,Renault,True,17694.524495677328,17
Vectra,LPG,Sedan,280400,Inny kolor,1796.0,Manualna,Brak danych,122.0,Na przednie koła,po lewej,7500.0,Opolskie,Prywatne,Opel,True,13778.869778869841,20
Octavia,Diesel,Kombi,280503,Biały,1995.0,Automatyczna,Niemcy,170.0,Na przednie koła,po lewej,21900.0,Świętokrzyskie,Prywatne,Skoda,True,19547.247386759707,14
Punto,Benzyna,Hatchback,247100,Biały,1200.0,Manualna,Austria,75.0,Brak danych,po lewej,11000.0,Wielkopolskie,Prywatne,Fiat,True,17219.51219512206,14
Giulietta,Benzyna,Hatchback,139500,Biały,1368.0,Manualna,Finlandia,170.0,Na przednie koła,po lewej,29000.0,Śląskie,Prywatne,Alfa Romeo,True,9721.254355400759,14
Octavia,Benzyna,Hatchback,210000,Inny kolor,1600.0,Manualna,Polska,102.0,Na przednie koła,po lewej,6950.0,Dolnośląskie,Prywatne,Skoda,True,8993.576017130656,23
Santa Fe,Diesel,Terenowy,424391,Srebrny,1991.0,Manualna,Niemcy,113.0,Na przednie koła,po lewej,8400.0,Kujawsko-pomorskie,Prywatne,Hyundai,True,21932.351421188734,19
3,Benzyna,Hatchback,280000,Szary,1598.0,Manualna,Polska,105.0,Na przednie koła,po lewej,11900.0,Świętokrzyskie,Prywatne,Mazda,True,16138.32853025945,17
A4,Diesel,Sedan,331707,Srebrny,1896.0,Manualna,Brak danych,130.0,Na przednie koła,po lewej,6500.0,Podkarpackie,Prywatne,Audi,True,14841.476510067174,22
Pozostałe Ford,Diesel,Kombi,240000,Srebrny,1999.0,Automatyczna,Stany Zjednoczone,131.0,Na przednie koła,po lewej,9500.0,Pomorskie,Prywatne,Ford,False,13832.853025936673,17
Fiesta,Diesel,Hatchback,221420,Biały,1500.0,Manualna,Polska,75.0,Na przednie koła,Brak danych,14600.0,Śląskie,Firmowe,Ford,True,19508.37004405302,11
Yaris,Diesel,Hatchback,253040,Srebrny,1364.0,Manualna,Niemcy,90.0,Na przednie koła,Brak danych,12700.0,Małopolskie,Prywatne,Toyota,True,13077.002583979389,19
Tacuma,LPG,Hatchback,263000,Srebrny,1600.0,Manualna,Brak danych,105.0,Na przednie koła,po lewej,6000.0,Mazowieckie,Prywatne,Chevrolet,True,13591.731266149935,19
Sandero Stepway,Benzyna,Hatchback,122300,Czerwony,900.0,Manualna,Polska,90.0,Na przednie koła,po lewej,22600.0,Mazowieckie,Prywatne,Dacia,False,9902.83400809724,12
B Klasa,Benzyna,Minivan,151219,Czarny,2034.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,23900.0,Dolnośląskie,Prywatne,Mercedes-Benz,True,9851.400651465856,15
Pozostałe Jaguar,Diesel,SUV,150000,Czerwony,1999.0,Automatyczna,Brak danych,250.0,4x4 (stały),Brak danych,69000.0,Łódzkie,Prywatne,Jaguar,True,20408.163265306375,7
A4,Diesel,Kombi,296000,Czarny,1968.0,Automatyczna,Belgia,190.0,4x4 (stały),po lewej,57900.0,Małopolskie,Prywatne,Audi,True,31657.754010695495,9
A4,Diesel,Kombi,133000,Inny kolor,1998.0,Manualna,Brak danych,150.0,Na przednie koła,po lewej,35900.0,Dolnośląskie,Firmowe,Audi,True,12850.241545893832,10
S Klasa,Benzyna,Hatchback,124000,Biały,550.0,Automatyczna,Inny,550.0,Na tylne koła,po lewej,110000.0,Mazowieckie,Firmowe,Mercedes-Benz,True,5310.49250535334,23
Journey,Diesel,SUV,238000,Niebieski,1968.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,24900.0,Pomorskie,Prywatne,Dodge,True,15504.885993485434,15
Astra,LPG,Hatchback,154000,Szary,1600.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,20500.0,Zachodniopomorskie,Prywatne,Opel,False,10032.573289902339,15
A4,Benzyna,Sedan,238000,Inny kolor,1984.0,Manualna,Niemcy,170.0,Na przednie koła,po lewej,19900.0,Dolnośląskie,Prywatne,Audi,False,12970.027247956468,18
Grande Punto,Benzyna,Hatchback,121866,Czarny,1368.0,Manualna,Polska,78.0,Na przednie koła,po lewej,10500.0,Dolnośląskie,Prywatne,Fiat,True,6641.198910081776,18
Seria 5,Diesel,Sedan,172000,Biały,2000.0,Automatyczna,Polska,200.0,Brak danych,po lewej,92900.0,Podlaskie,Prywatne,BMW,True,23401.360544217976,7
A4,Diesel,Kombi,331000,Inny kolor,1898.0,Automatyczna,Brak danych,130.0,Na przednie koła,po lewej,8900.0,Dolnośląskie,Firmowe,Audi,False,15503.512880562126,21
Stinger,Benzyna,Hatchback,84700,Czarny,3300.0,Automatyczna,Stany Zjednoczone,366.0,4x4 (stały),po lewej,155000.0,Mazowieckie,Prywatne,Kia,True,13338.582677165545,6
307,LPG,Hatchback,210891,Czarny,1997.0,Manualna,Polska,140.0,Na przednie koła,po lewej,7900.0,Wielkopolskie,Prywatne,Peugeot,True,10363.19410319415,20
159,Diesel,Hatchback,250000,Czarny,1910.0,Manualna,Polska,150.0,Na przednie koła,po lewej,6000.0,Mazowieckie,Prywatne,Alfa Romeo,True,13623.978201634945,18
CLS Klasa,Diesel,Sedan,208000,Srebrny,2987.0,Automatyczna,Niemcy,224.0,Brak danych,po lewej,17990.0,Opolskie,Prywatne,Mercedes-Benz,False,10749.354005168008,19
A6,Diesel,Kombi,359207,Srebrny,2700.0,Automatyczna,Brak danych,190.0,4x4 (stały),po lewej,29000.0,Dolnośląskie,Prywatne,Audi,True,18563.669250646082,19
Corolla,Benzyna,Sedan,154000,Srebrny,1598.0,Manualna,Polska,124.0,Na przednie koła,po lewej,21000.0,Mazowieckie,Prywatne,Toyota,True,8392.370572207126,18
Seria 3,LPG,Kombi,330000,Czarny,2500.0,Manualna,Niemcy,220.0,4x4 (stały),po lewej,22900.0,Mazowieckie,Prywatne,BMW,False,17054.263565891553,19
Seria 3,Diesel,Coupe,250000,Biały,2000.0,Automatyczna,Niemcy,214.0,Na tylne koła,Brak danych,45900.0,Podlaskie,Prywatne,BMW,True,14409.221902017367,17
Golf Plus,Benzyna,Hatchback,193200,Żółty – Złoty,1197.0,Manualna,Niemcy,85.0,Na przednie koła,po lewej,20000.0,Pomorskie,Prywatne,Volkswagen,True,13463.414634146427,14
Transporter,Benzyna,Pickup,210000,Żółty – Złoty,1998.0,Manualna,Niemcy,85.0,Na przednie koła,po lewej,8500.0,Małopolskie,Prywatne,Volkswagen,True,6919.275123558505,30
80,Benzyna,Sedan,381943,Srebrny,2000.0,Manualna,Belgia,90.0,Na przednie koła,po lewej,2800.0,Lubelskie,Firmowe,Audi,False,11806.584234930482,32
Sportage,LPG,SUV,278000,Niebieski,1998.0,Manualna,Brak danych,141.0,Na przednie koła,po lewej,19900.0,Mazowieckie,Prywatne,Kia,True,17003.05810397563,16
X1,Benzyna,SUV,119000,Czerwony,1995.0,Automatyczna,Niemcy,150.0,Na tylne koła,po lewej,31600.0,Dolnośląskie,Prywatne,BMW,True,7752.442996742717,15
Ranger,Diesel,Terenowy,215700,Czarny,2500.0,Manualna,Polska,109.0,4x4 (dołączany ręcznie),po prawej,38900.0,Dolnośląskie,Prywatne,Ford,False,10599.508599508647,20
Alhambra,Diesel,Minivan,383000,Srebrny,1900.0,Manualna,Niemcy,130.0,Na przednie koła,Brak danych,7999.0,Wielkopolskie,Prywatne,Seat,True,18820.638820638906,20
ASX,Benzyna,SUV,260000,Szary,1590.0,Manualna,Polska,117.0,Brak danych,po lewej,29000.0,Śląskie,Prywatne,Mitsubishi,True,16938.11074918577,15
Giulietta,Benzyna,Hatchback,128800,Biały,1400.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,27000.0,Lubuskie,Prywatne,Alfa Romeo,False,8390.879478827412,15
Golf,Benzyna,Hatchback,254500,Szary,1997.0,Manualna,Włochy,150.0,Na przednie koła,po lewej,10900.0,Małopolskie,Prywatne,Volkswagen,True,13869.209809264374,18
Venga,Diesel,Hatchback,199507,Inny kolor,1582.0,Manualna,Niemcy,128.0,Brak danych,Brak danych,19990.0,Zachodniopomorskie,Prywatne,Kia,True,16154.412955465707,12
A4,Diesel,Kombi,280000,Czarny,2000.0,Manualna,Polska,143.0,Na przednie koła,Brak danych,29999.0,Śląskie,Prywatne,Audi,False,17125.38226299704,16
A4,LPG,Kombi,356000,Szary,1800.0,Automatyczna,Niemcy,190.0,Brak danych,po lewej,11500.0,Łódzkie,Firmowe,Audi,False,16674.473067915762,21
A4,Diesel,Kombi,204000,Biały,2000.0,Manualna,Włochy,173.0,Na przednie koła,po lewej,32500.0,Podkarpackie,Prywatne,Audi,True,15280.898876404599,13
A4,Diesel,Kombi,336120,Brązowy – Beżowy,1896.0,Manualna,Niemcy,170.0,Na przednie koła,Brak danych,12500.0,Podlaskie,Prywatne,Audi,True,15038.926174496706,22
A4,Benzyna,Kombi,300000,Czarny,1800.0,Manualna,Niemcy,163.0,Na przednie koła,Brak danych,8400.0,Mazowieckie,Prywatne,Audi,False,14051.52224824362,21
Focus,LPG,Kombi,225000,Niebieski,1600.0,Manualna,Polska,105.0,Na przednie koła,po lewej,25800.0,Łódzkie,Prywatne,Ford,False,21739.1304347828,10
Journey,Diesel,Minivan,230000,Srebrny,1968.0,Automatyczna,Inny,103.0,Na przednie koła,po lewej,25000.0,Dolnośląskie,Prywatne,Dodge,False,14067.278287461852,16
SQ7,Diesel,SUV,141800,Czarny,4000.0,Automatyczna,Brak danych,435.0,4x4 (stały),po lewej,204999.0,Łódzkie,Prywatne,Audi,False,16982.035928143898,8
Megane,Diesel,Minivan,262000,Szary,1500.0,Manualna,Polska,95.0,Na przednie koła,po lewej,13500.0,Zachodniopomorskie,Prywatne,Renault,True,25314.00966183597,10
DS5,Diesel,Sedan,185128,Czarny,1997.0,Automatyczna,Francja,180.0,Na przednie koła,po lewej,45500.0,Mazowieckie,Prywatne,Citroen,True,16310.837004405417,11
C4,Diesel,Hatchback,246000,Szary,1600.0,Manualna,Polska,90.0,Na przednie koła,po lewej,8900.0,Świętokrzyskie,Prywatne,Citroen,True,14178.674351585089,17
F-Pace,Benzyna,SUV,126990,Szary,1997.0,Automatyczna,Polska,250.0,4x4 (stały),po lewej,99000.0,Śląskie,Prywatne,Jaguar,True,17277.551020408377,7
C5,Diesel,Kombi,227000,Szary,2000.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,22900.0,Wielkopolskie,Prywatne,Citroen,True,15818.815331010554,14
Golf,Benzyna,Hatchback,331000,Inny kolor,1600.0,Manualna,Niemcy,115.0,Brak danych,po lewej,6500.0,Pomorskie,Prywatne,Volkswagen,True,15503.512880562126,21
Focus,Benzyna,Hatchback,235000,Srebrny,1388.0,Manualna,Brak danych,88.0,Brak danych,Brak danych,3999.0,Lubuskie,Prywatne,Ford,True,11547.911547911599,20
Clio,Benzyna,Kombi,135487,Biały,1200.0,Manualna,Polska,73.0,Na przednie koła,po lewej,18000.0,Łódzkie,Prywatne,Renault,True,10970.607287449473,12
Astra,Diesel,Kombi,217000,Niebieski,1686.0,Manualna,Polska,110.0,Na przednie koła,po lewej,19900.0,Małopolskie,Prywatne,Opel,True,15121.951219512292,14
Corolla,Benzyna,Kombi,189500,Czerwony,1398.0,Manualna,Niemcy,97.0,Na przednie koła,po lewej,8400.0,Łódzkie,Prywatne,Toyota,True,8115.631691648854,23
Juke,Benzyna,Hatchback,185500,Szary,1598.0,Manualna,Francja,86.0,Na przednie koła,po lewej,33999.0,Kujawsko-pomorskie,Prywatne,Nissan,True,15020.242914979868,12
Vivaro,Diesel,Minibus,233000,Czarny,1998.0,Manualna,Niemcy,114.0,Na przednie koła,po lewej,30000.0,Lubelskie,Prywatne,Opel,False,12697.547683923769,18
Seria 3,Diesel,Kombi,249900,Inny kolor,1995.0,Manualna,Niemcy,190.0,Na tylne koła,po lewej,45900.0,Zachodniopomorskie,Prywatne,BMW,True,20234.81781376533,12
i40,Diesel,Kombi,352000,Biały,1700.0,Manualna,Polska,136.0,Na przednie koła,po lewej,18500.0,Małopolskie,Prywatne,Hyundai,True,26367.04119850205,13
Seria 5,Benzyna,Sedan,318000,Niebieski,2979.0,Automatyczna,Niemcy,231.0,Na przednie koła,po prawej,35000.0,Mazowieckie,Prywatne,BMW,True,13059.548254620173,24
Astra,Benzyna,Hatchback,115700,Czarny,1400.0,Manualna,Niemcy,101.0,Na przednie koła,po lewej,20900.0,Mazowieckie,Firmowe,Opel,True,8062.717770034894,14
Seria 3,Benzyna,Sedan,178000,Inny kolor,1995.0,Manualna,Niemcy,142.0,Na tylne koła,Brak danych,7900.0,Śląskie,Prywatne,BMW,False,7964.205816554842,22
Cee'd,Benzyna,Kombi,231000,Biały,1400.0,Manualna,Polska,100.0,Brak danych,po lewej,25000.0,Dolnośląskie,Prywatne,Kia,False,17303.37078651697,13
Polo,Benzyna,Hatchback,200000,Czarny,1200.0,Manualna,Niemcy,54.0,Brak danych,Brak danych,5600.0,Warmińsko-mazurskie,Prywatne,Volkswagen,True,8948.545861297576,22
SLK Klasa,Benzyna,Kabriolet,178500,Srebrny,2000.0,Manualna,Włochy,163.0,Na tylne koła,po lewej,16000.0,Małopolskie,Prywatne,Mercedes-Benz,False,7330.595482546229,24
Cruze,Diesel,Kombi,182600,Czarny,1998.0,Manualna,Polska,163.0,Na przednie koła,po lewej,19900.0,Małopolskie,Prywatne,Chevrolet,True,14785.425101214683,12
Bravo,Diesel,Hatchback,292000,Biały,1598.0,Manualna,Polska,105.0,Brak danych,po lewej,12900.0,Dolnośląskie,Prywatne,Fiat,True,20348.432055749257,14
Focus,Diesel,Kombi,327000,Srebrny,1600.0,Manualna,Polska,116.0,Na przednie koła,po lewej,18000.0,Wielkopolskie,Prywatne,Ford,True,28810.5726872249,11
A6,Diesel,Kombi,292700,Inny kolor,1968.0,Automatyczna,Brak danych,220.0,Brak danych,po lewej,75000.0,Śląskie,Prywatne,Audi,False,31304.812834224904,9
159,Diesel,Kombi,294000,Srebrny,1900.0,Automatyczna,Włochy,150.0,Na przednie koła,po lewej,9000.0,Świętokrzyskie,Firmowe,Alfa Romeo,True,17981.65137614689,16
Mondeo,Diesel,Kombi,218000,Czarny,2000.0,Manualna,Polska,140.0,Na przednie koła,po lewej,33500.0,Dolnośląskie,Prywatne,Ford,True,19207.048458149933,11
C4 Picasso,Diesel,Minivan,183000,Czerwony,1600.0,Manualna,Inny,110.0,Brak danych,Brak danych,11500.0,Mazowieckie,Firmowe,Citroen,True,11192.660550458779,16
A5,Diesel,Coupe,268000,Szary,2700.0,Automatyczna,Polska,190.0,Na przednie koła,po lewej,36900.0,Wielkopolskie,Prywatne,Audi,True,15446.685878962617,17
Focus,Diesel,Kombi,294800,Czarny,2000.0,Manualna,Niemcy,163.0,Na przednie koła,po lewej,23900.0,Śląskie,Prywatne,Ford,True,23870.44534412973,12
Pozostałe Jaguar,Diesel,Kombi,294000,Czarny,2200.0,Manualna,Belgia,167.0,Na przednie koła,po lewej,8900.0,Pomorskie,Prywatne,Jaguar,False,16945.24495677242,17
CX-30,Benzyna,SUV,125000,Szary,1998.0,Automatyczna,Polska,180.0,Na przednie koła,po prawej,92000.0,Wielkopolskie,Prywatne,Mazda,False,23364.485981308808,5
Seria 1,Benzyna,Coupe,157000,Szary,1995.0,Manualna,Niemcy,143.0,Na tylne koła,po prawej,20999.0,Lubuskie,Firmowe,BMW,True,10228.013029316022,15
